"disorder1	disorder2	ngenes1	ngenes2	class1	class2	ngenescommon"
"Ectodermal dysplasia 2, hidrotic	Keratoderma, palmoplantar, with deafness	5	7	Dermatological	Dermatological	1"
"Ectodermal dysplasia 2, hidrotic	Vohwinkel syndrome	5	7	Dermatological	multiple	1"
"Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	Ectodermal dysplasia, hypohidrotic, with immune deficiency	4	4	Dermatological	Dermatological	4"
"Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	Incontinentia pigmenti, type II	4	4	Dermatological	Dermatological	4"
"Ectodermal dysplasia, hypohidrotic, autosomal dominant	Ectodermal dysplasia, hypohidrotic, autosomal recessive	4	4	Dermatological	Dermatological	4"
"Ectodermal dysplasia, hypohidrotic, with immune deficiency	Incontinentia pigmenti, type II	4	4	Dermatological	Dermatological	4"
"Ectodermal dysplasia, Margarita Island type	Zlotogora-Ogur syndrome	4	4	Dermatological	multiple	4"
"Ectopia lentis, familial	Marfan syndrome	3	3	Ophthamological	Connective tissue	3"
"Ectopia lentis, familial	MASS syndrome	3	3	Ophthamological	Connective tissue	3"
"Ectopia lentis, familial	Shprintzen-Goldberg syndrome	3	3	Ophthamological	multiple	3"
"Ectopia lentis, familial	Weill-Marchesani syndrome, dominant	3	3	Ophthamological	Connective tissue	3"
"Ectopia lentis, familial	Weill-Marchesani syndrome, recessive	3	2	Ophthamological	Connective tissue	1"
"Ectopia pupillae	Eye anomalies, multiplex	3	3	Ophthamological	Ophthamological	3"
"Ectopia pupillae	Foveal hypoplasia, isolated	3	3	Ophthamological	Ophthamological	3"
"Ectopia pupillae	Keratitis	3	3	Ophthamological	Ophthamological	3"
"Ectopia pupillae	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3"
"Ectopia pupillae	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3"
"Ectopia pupillae	Peters anomaly	3	3	Ophthamological	Developmental	3"
"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Hay-Wells syndrome	7	7	Skeletal	multiple	7"
"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Limb-mammary syndrome	7	7	Skeletal	multiple	7"
"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Rapp-Hodgkin syndrome	7	7	Skeletal	multiple	7"
"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Split-hand/foot malformation, type 4	7	7	Skeletal	Skeletal	7"
"Ehlers-Danlos due to tenascin X deficiency	Ehlers-Danlos syndrome, hypermobility type	5	5	Connective tissue	Connective tissue	5"
"Ehlers-Danlos syndrome, type I	Ehlers-Danlos syndrome, type VII	1	1	Connective tissue	Connective tissue	1"
"Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type I	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type II	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type III	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type I	Osteogenesis imperfecta, type IV	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type I	Osteoporosis	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type I	Ehlers-Danlos syndrome, type II	1	1	Connective tissue	Connective tissue	1"
"Ehlers-Danlos syndrome, type III	Ehlers-Danlos syndrome, type IV	1	1	Connective tissue	Connective tissue	1"
"Ehlers-Danlos syndrome, type VI	Nevo syndrome	2	2	Connective tissue	Connective tissue	2"
"Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type I	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type II	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type III	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VII	Osteogenesis imperfecta, type IV	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VII	Osteoporosis	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VIIA2	Marfan syndrome, atypical	1	1	Connective tissue	Connective tissue	1"
"Ehlers-Danlos syndrome, type VIIA2	Osteogenesis imperfecta, 3 clinical forms	1	1	Connective tissue	Bone	1"
"Ehlers-Danlos syndrome, type VIIA2	Osteoporosis, idiopathic	1	1	Connective tissue	Bone	1"
"Elliptocytosis-2	Pyropoikilocytosis	1	1	Hematological	Hematological	1"
"Elliptocytosis-2	Spherocytosis, recessive	1	1	Hematological	Hematological	1"
"Elliptocytosis-3	Spherocytosis-1	1	1	Hematological	Hematological	1"
"Elliptocytosis, Malaysian-Melanesian type	Hemolytic anemia due to band 3 defect defect	3	3	Hematological	Hematological	3"
"Elliptocytosis, Malaysian-Melanesian type	Renal tubular acidosis, distal	3	3	Hematological	Renal	3"
"Elliptocytosis, Malaysian-Melanesian type	Spherocytosis, hereditary	3	3	Hematological	Hematological	3"
"Ellis-van Creveld syndrome	Weyers acrodental dysostosis	1	1	Skeletal	Skeletal	1"
"Emery-Dreifuss muscular dystrophy, AD	Emery-Dreifuss muscular dystrophy, AR	7	7	Muscular	Muscular	7"
"Emery-Dreifuss muscular dystrophy, AD	Lipodystrophy, familial partial	7	7	Muscular	Metabolic	7"
"Emery-Dreifuss muscular dystrophy, AR	Lipodystrophy, familial partial	7	7	Muscular	Metabolic	7"
"Emphysema	Emphysema-cirrhosis	2	2	Respiratory	Respiratory	2"
"Emphysema	Hemorrhagic diathesis due to \`antithrombin\' Pittsburgh	2	2	Respiratory	Hematological	2"
"Emphysema-cirrhosis	Hemorrhagic diathesis due to \`antithrombin\' Pittsburgh	2	2	Respiratory	Hematological	2"
"Enchondromatosis, Ollier type	Metaphyseal chondrodysplasia, Murk Jansen type	2	2	Cancer	Connective tissue	2"
"Endometrial carcinoma	Gastric cancer, familial diffuse	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Listeria monocytogenes, susceptibility to	2	2	Cancer	Immunological	2"
"Endometrial carcinoma	Ovarian carcinoma	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Ovarian cancer, endometrial type	3	3	Cancer	Cancer	3"
"Endometrial carcinoma	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Meningioma	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Oligodendroglioma	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Prostate cancer	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2"
"Endometrial carcinoma	VATER association with hydrocephalus	2	2	Cancer	multiple	2"
"Enhanced S-cone syndrome	Retinitis pigmentosa, late onset	3	3	Ophthamological	Ophthamological	3"
"Enlarged vestibular aqueduct	Pendred syndrome	3	3	Ear,Nose,Throat	Ear,Nose,Throat	3"
"Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa dystrophica, AR	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AD	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AD	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa, pretibial	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AR	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa dystrophica, AR	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, junctional, with pyloric atresia	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa of hands and feet	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, junctional, Herlitz type	2	2	Dermatological	Dermatological	2"
"Epidermolysis bullosa, generalized atrophic benign	Laryngoonychocutaneous syndrome	2	2	Dermatological	multiple	2"
"Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, Herlitz junctional type	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa, Herlitz junctional type	3	3	Dermatological	Dermatological	3"
"Epidermolysis bullosa, junctional, Herlitz type	Laryngoonychocutaneous syndrome	2	2	Dermatological	multiple	2"
"Epidermolysis bullosa, junctional, with pyloric atresia	Epidermolysis bullosa of hands and feet	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, lethal acantholytic	Keratosis palmoplantaris striata II	3	3	Dermatological	Dermatological	3"
"Epidermolysis bullosa, lethal acantholytic	Skin fragility-woolly hair syndrome	3	3	Dermatological	Dermatological	3"
"Epidermolysis bullosa, pretibial	Epidermolysis bullosa pruriginosa	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, pretibial	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa, pretibial	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa pruriginosa	Toenail dystrophy, isolated	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa pruriginosa	Transient bullous of the newborn	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	Epidermolysis bullosa simplex, recessive	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types	Epidermolysis bullosa simplex with mottled pigmentation	1	1	Dermatological	Dermatological	1"
"Epidermolysis bullosa simplex, Ogna type	Muscular dystrophy with epidermolysis bullosa simplex	3	3	Dermatological	Muscular	3"
"Epidermolytic hyperkeratosis	Ichthyosis, cyclic, with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1"
"Epidermolytic hyperkeratosis	Nevus, epidermal, epidermolytic hyperkeratotic type	1	1	Dermatological	Dermatological	1"
"Epidermolytic hyperkeratosis	Ichthyosis histrix, Curth-Macklin type	1	1	Dermatological	Dermatological	1"
"Epidermolytic hyperkeratosis	Keratosis palmoplantaria striata	1	1	Dermatological	Dermatological	1"
"Epidermolytic hyperkeratosis	Keratosis palmoplantaris striata III	1	1	Dermatological	Dermatological	1"
"Epidermolytic hyperkeratosis	Unna-Thost disease, nonepidermolytic	1	1	Dermatological	Dermatological	1"
"Epilepsy, benign, neonatal, type 1	Myokymia with neonatal epilepsy	2	2	Neurological	Neurological	2"
"Epilepsy, childhood absence	Epilepsy, generalized, with febrile seizures plus	4	4	Neurological	Neurological	4"
"Epilepsy, childhood absence	Myoclonic epilepsy, severe, of infancy	4	4	Neurological	Neurological	4"
"Epilepsy, childhood absence	Epilepsy, juvenile absence	4	4	Neurological	Neurological	4"
"Epilepsy, childhood absence	Epilepsy, juvenile myoclonic	4	4	Neurological	Neurological	4"
"Epilepsy, childhood absence	Epilepsy with grand mal seizures on awakening	4	4	Neurological	Neurological	4"
"Epilepsy, generalized idiopathic	Epilepsy, juvenile myoclonic	2	2	Neurological	Neurological	2"
"Epilepsy, generalized idiopathic	Epilepsy, juvenile myoclonic	2	2	Neurological	Neurological	1"
"Epilepsy, generalized, with febrile seizures plus	Myoclonic epilepsy, severe, of infancy	4	4	Neurological	Neurological	4"
"Epilepsy, generalized, with febrile seizures plus, type 2	Epilepsy, severe myoclonic, of infancy	3	3	Neurological	Neurological	3"
"Epilepsy, juvenile absence	Epilepsy, juvenile myoclonic	4	4	Neurological	Neurological	4"
"Epilepsy, juvenile absence	Epilepsy with grand mal seizures on awakening	4	4	Neurological	Neurological	4"
"Epilepsy, juvenile myoclonic	Epilepsy, juvenile myoclonic	2	2	Neurological	Neurological	1"
"Epilepsy, juvenile myoclonic	Epilepsy with grand mal seizures on awakening	4	4	Neurological	Neurological	4"
"Epilepsy, myoclonic, Lafora type	Epilepsy, myoclonic, Lafora type	3	3	Neurological	Neurological	1"
"Epilepsy, myoclonic, Lafora type	Epilepsy, progressive myoclonic 2B	3	3	Neurological	Neurological	1"
"Epilepsy, myoclonic, Lafora type	Epilepsy, progressive myoclonic 2B	3	3	Neurological	Neurological	3"
"Epilepsy, nocturnal frontal lobe, 1	Nicotine addiction, susceptibility to	2	2	Neurological	Psychiatric	2"
"Epilepsy, partial, with auditory features	Glioblastoma, somatic	3	3	Neurological	Cancer	3"
"Epiphyseal dysplasia, multiple 1	Epiphyseal dysplasia, multiple, COL9A1-related	4	2	Bone	Bone	1"
"Epiphyseal dysplasia, multiple 1	Pseudoachondroplasia	4	4	Bone	Skeletal	4"
"Epiphyseal dysplasia, multiple, 3	Epiphyseal dysplasia, multiple, with myopathy	3	3	Bone	Bone	3"
"Epiphyseal dysplasia, multiple, 3	Intervertebral disc disease, susceptibility to	3	3	Bone	Neurological	3"
"Epiphyseal dysplasia, multiple, 5	Osteoarthritis, hand, susceptibility to	3	3	Bone	Connective tissue	3"
"Epiphyseal dysplasia, multiple, 5	Spondyloepimetaphyseal dysplasia	3	3	Bone	Skeletal	3"
"Epiphyseal dysplasia, multiple, COL9A1-related	Pseudoachondroplasia	2	4	Bone	Skeletal	1"
"Epiphyseal dysplasia, multiple, type 2	Intervertebral disc disease, susceptibility to	2	2	Bone	Neurological	2"
"Epiphyseal dysplasia, multiple, with myopathy	Intervertebral disc disease, susceptibility to	3	3	Bone	Neurological	3"
"Episodic ataxia, type 2	Hemiplegic migraine, familial	3	3	Neurological	Neurological	3"
"Episodic ataxia, type 2	Spinocerebellar ataxia-6	3	3	Neurological	Neurological	3"
"Epstein syndrome	Fechtner syndrome	4	4	Hematological	multiple	4"
"Epstein syndrome	May-Hegglin anomaly	4	4	Hematological	Hematological	4"
"Epstein syndrome	Sebastian syndrome	4	4	Hematological	Hematological	4"
"Erythremias, alpha-	Heinz body anemias, alpha-	1	1	Hematological	Hematological	1"
"Erythremias, alpha-	Methemoglobinemias, alpha-	1	1	Hematological	Hematological	1"
"Erythremias, alpha-	Thalassemias, alpha-	1	1	Hematological	Hematological	1"
"Erythremias, beta-	Heinz body anemias, beta-	1	1	Hematological	Hematological	1"
"Erythremias, beta-	HPFH, deletion type	1	1	Hematological	Hematological	1"
"Erythremias, beta-	Methemoglobinemias, beta-	1	1	Hematological	Hematological	1"
"Erythremias, beta-	Sickle cell anemia	1	1	Hematological	Hematological	1"
"Erythremias, beta-	Thalassemia-beta, dominant inclusion-body	1	1	Hematological	Hematological	1"
"Erythremias, beta-	Thalassemias, beta-	1	1	Hematological	Hematological	1"
"Erythrocytosis	Heinz body anemia	1	1	Hematological	Hematological	1"
"Erythrocytosis	Hemoglobin H disease	1	1	Hematological	Hematological	1"
"Erythrocytosis	Hypochromic microcytic anemia	1	1	Hematological	Hematological	1"
"Erythrocytosis	Thalassemia, alpha-	1	1	Hematological	Hematological	1"
"Erythrokeratoderma, progressive symmetric	Vohwinkel syndrome with ichthyosis	1	1	Dermatological	multiple	1"
"Esophageal cancer	Loeys-Dietz syndrome	2	2	Cancer	Connective tissue	2"
"Estrogen resistance	HDL response to hormone replacement, augmented	2	2	Endocrine	Metabolic	2"
"Estrogen resistance	Migraine, susceptibility to	2	2	Endocrine	Neurological	2"
"Exudative vitreoretinopathy, dominant	Exudative vitreoretinopathy, recessive	6	6	Ophthamological	Ophthamological	6"
"Exudative vitreoretinopathy, dominant	Hyperostosis, endosteal	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, dominant	Osteopetrosis, autosomal dominant, type I	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, dominant	Osteoporosis	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, dominant	Osteoporosis-pseudoglioma syndrome	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, dominant	van Buchem disease, type 2	6	6	Ophthamological	Unclassified	6"
"Exudative vitreoretinopathy, recessive	Hyperostosis, endosteal	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, recessive	Osteopetrosis, autosomal dominant, type I	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, recessive	Osteoporosis	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, recessive	Osteoporosis-pseudoglioma syndrome	6	6	Ophthamological	Bone	6"
"Exudative vitreoretinopathy, recessive	van Buchem disease, type 2	6	6	Ophthamological	Unclassified	6"
"Exudative vitreoretinopathy, X-linked	Norrie disease	2	2	Ophthamological	Neurological	2"
"Eye anomalies, multiplex	Foveal hypoplasia, isolated	3	3	Ophthamological	Ophthamological	3"
"Eye anomalies, multiplex	Keratitis	3	3	Ophthamological	Ophthamological	3"
"Eye anomalies, multiplex	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3"
"Eye anomalies, multiplex	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3"
"Eye anomalies, multiplex	Peters anomaly	3	3	Ophthamological	Developmental	3"
"Factor H and factor H-like 1	Hemolytic-uremic syndrome	3	3	Hematological	Hematological	3"
"Factor H and factor H-like 1	Macular degeneration, age-related, 1	3	3	Hematological	Ophthamological	3"
"Factor H and factor H-like 1	Nephropathy, chronic hypocomplementemic	3	3	Hematological	Renal	3"
"Factor VII deficiency	Myocardial infarction, decreased susceptibility to	1	1	Hematological	Cardiovascular	1"
"Factor XI deficiency, autosomal dominant	Factor XI deficiency, autosomal recessive	1	1	Hematological	Hematological	1"
"Fanconi anemia, complementation group D1	Pancreatic cancer	2	2	multiple	Cancer	2"
"Fanconi anemia, complementation group D1	Prostate cancer	2	2	multiple	Cancer	2"
"Fanconi anemia, complementation group D1	Wilms tumor	2	2	multiple	Cancer	2"
"Fatty liver, acute, of pregnancy	HELLP syndrome, maternal, of pregnancy	2	2	Metabolic	Metabolic	2"
"Fatty liver, acute, of pregnancy	LCHAD deficiency	2	2	Metabolic	Metabolic	2"
"Fatty liver, acute, of pregnancy	Trifunctional protein deficiency, type 1	2	2	Metabolic	Metabolic	2"
"Favism	G6PD deficiency	2	2	Metabolic	Metabolic	2"
"Favism	Hemolytic anemia due to G6PD deficiency	2	2	Metabolic	Hematological	2"
"Fechtner syndrome	May-Hegglin anomaly	4	4	multiple	Hematological	4"
"Fechtner syndrome	Sebastian syndrome	4	4	multiple	Hematological	4"
"Fertile eunuch syndrome	Hypogonadotropic hypogonadism	2	2	Endocrine	Endocrine	2"
"Fibrocalculous pancreatic diabetes, susceptibility to	Pancreatitis, hereditary	4	4	Gastrointestinal	Gastrointestinal	4"
"Fibrocalculous pancreatic diabetes, susceptibility to	Tropical calcific pancreatitis	4	4	Gastrointestinal	Gastrointestinal	4"
"Fibromatosis, gingival	Leukemia, megakaryoblastic, of Down syndrome	4	4	Connective tissue	Cancer	1"
"Fibromatosis, gingival	Leukemia, megakaryoblastic, with or without Down syndrome	4	4	Connective tissue	Cancer	1"
"Fibromatosis, gingival	Macrothrombocytopenia	4	4	Connective tissue	Hematological	1"
"Fibromatosis, juvenile hyaline	Hyalinosis, infantile systemic	4	4	Connective tissue	multiple	4"
"Fish-eye disease	Norum disease	1	1	Metabolic	Metabolic	1"
"Fitzgerald factor deficiency	High-molecular-weight kininogen deficiency	1	1	Hematological	Hematological	1"
"Fitzgerald factor deficiency	Kininogen deficiency	1	1	Hematological	Hematological	1"
"Fluorouracil toxicity, sensitivity to	Thymine-uraciluria	2	2	Metabolic	Metabolic	2"
"Focal cortical dysplasia, Taylor balloon cell type	Lymphangioleiomyomatosis	2	2	Developmental	Respiratory	2"
"Focal cortical dysplasia, Taylor balloon cell type	Lymphangioleiomyomatosis, somatic	2	2	Developmental	Respiratory	1"
"Focal cortical dysplasia, Taylor balloon cell type	Tuberous sclerosis-1	2	2	Developmental	multiple	2"
"Focal cortical dysplasia, Taylor balloon cell type	Tuberous sclerosis-2	2	2	Developmental	multiple	1"
"Foveal hypoplasia, isolated	Keratitis	3	3	Ophthamological	Ophthamological	3"
"Foveal hypoplasia, isolated	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3"
"Foveal hypoplasia, isolated	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3"
"Foveal hypoplasia, isolated	Peters anomaly	3	3	Ophthamological	Developmental	3"
"Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Macular dystrophy	6	6	Ophthamological	Ophthamological	6"
"Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6"
"Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6"
"Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6"
"Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6"
"Frasier syndrome	Mesangial sclerosis, isolated diffuse	1	1	multiple	Renal	1"
"Frasier syndrome	WAGR syndrome	1	1	multiple	multiple	1"
"Frasier syndrome	Wilms tumor, type 1	1	1	multiple	Cancer	1"
"Friedreich ataxia	Friedreich ataxia with retained reflexes	2	2	Neurological	Neurological	2"
"Frontometaphyseal dysplasia	Heterotopia, periventricular	8	8	Skeletal	Neurological	8"
"Frontometaphyseal dysplasia	Heterotopia, periventricular, ED variant	8	8	Skeletal	Neurological	8"
"Frontometaphyseal dysplasia	Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	8	8	Skeletal	Neurological	8"
"Frontometaphyseal dysplasia	Melnick-Needles syndrome	8	8	Skeletal	Skeletal	8"
"Frontometaphyseal dysplasia	Otopalatodigital syndrome, type I	8	8	Skeletal	multiple	8"
"Frontometaphyseal dysplasia	Otopalatodigital syndrome, type II	8	8	Skeletal	multiple	8"
"Fumarase deficiency	Hypercholesterolemia, familial	1	3	Metabolic	Metabolic	1"
"Fumarase deficiency	Leiomyomatosis and renal cell cancer	1	1	Metabolic	Cancer	1"
"Fumarase deficiency	Multiple cutaneous and uterine leiomyomata	1	1	Metabolic	Cancer	1"
"Fundus albipunctatus	Newfoundland rod-cone dystrophy	1	1	Ophthamological	Ophthamological	1"
"Fundus albipunctatus	Retinitis pigmentosa, AR	1	1	Ophthamological	Ophthamological	1"
"Fundus albipunctatus	Retinitis punctata albescens	1	1	Ophthamological	Ophthamological	1"
"Fundus flavimaculatus	Macular dystrophy, age-related, 2	5	5	Ophthamological	Ophthamological	5"
"Fundus flavimaculatus	Retinitis pigmentosa-19	5	5	Ophthamological	Ophthamological	5"
"Fundus flavimaculatus	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5"
"G6PD deficiency	Hemolytic anemia due to G6PD deficiency	2	2	Metabolic	Hematological	2"
"Gardner syndrome	Gastric cancer	3	3	Cancer	Cancer	3"
"Gardner syndrome	Turcot syndrome	3	3	Cancer	Cancer	3"
"Gastric cancer	Turcot syndrome	3	3	Cancer	Cancer	3"
"Gastric cancer	Macrocytic anemia, refractory, of 5q- syndrome	2	2	Cancer	Hematological	2"
"Gastric cancer	Myelodysplastic syndrome, preleukemic	2	2	Cancer	Muscular	2"
"Gastric cancer	Myelogenous leukemia, acute	2	2	Cancer	Cancer	2"
"Gastric cancer	Nonsmall cell lung cancer	2	2	Cancer	Cancer	2"
"Gastric cancer, familial diffuse	Listeria monocytogenes, susceptibility to	2	2	Cancer	Immunological	2"
"Gastric cancer, familial diffuse	Ovarian carcinoma	2	2	Cancer	Cancer	2"
"Gastric cancer, somatic	Non-Hodgkin lymphoma, somatic	3	3	Cancer	Cancer	3"
"Gastric cancer, somatic	Glioblastoma, somatic	4	4	Cancer	Cancer	4"
"Gastric cancer, somatic	Ovarian cancer, somatic,	4	4	Cancer	Cancer	4"
"Gastric cancer, somatic	Sialidosis, type I	4	3	Cancer	Metabolic	1"
"Gastric cancer, somatic	Sialidosis, type II	4	3	Cancer	Metabolic	1"
"Gastric cancer, somatic	Jackson-Weiss syndrome	4	4	Cancer	Skeletal	4"
"Gastric cancer, somatic	Pfeiffer syndrome	4	4	Cancer	Skeletal	4"
"Gastric cancer, somatic	Saethre-Chotzen syndrome	4	4	Cancer	Developmental	4"
"Gastric cancer, somatic	Prostate cancer, somatic	4	4	Cancer	Cancer	4"
"Gastrointestinal stromal tumor, somatic	Germ cell tumors	2	2	Cancer	Cancer	2"
"Gastrointestinal stromal tumor, somatic	Leukemia, acute myeloid	2	2	Cancer	Cancer	2"
"Gastrointestinal stromal tumor, somatic	Mast cell leukemia	2	2	Cancer	Cancer	2"
"Gastrointestinal stromal tumor, somatic	Mastocytosis with associated hematologic disorder	2	2	Cancer	Immunological	2"
"Gastrointestinal stromal tumor, somatic	Piebaldism	2	2	Cancer	Dermatological	2"
"Gastrointestinal stromal tumor, somatic	Hypereosinophilic syndrome, idiopathic, resistant to imatinib	1	1	Cancer	Hematological	1"
"Gaucher disease	Gaucher disease with cardiovascular calcification	1	1	Metabolic	Metabolic	1"
"Gaucher disease, variant form	Metachromatic leukodystrophy due to deficiency of SAP-1	2	2	Metabolic	Neurological	2"
"Germ cell tumor	Lymphoma, follicular	1	1	Cancer	Cancer	1"
"Germ cell tumor	Lymphoma, MALT	1	1	Cancer	Cancer	1"
"Germ cell tumor	Mesothelioma	1	1	Cancer	Cancer	1"
"Germ cell tumor	Sezary syndrome	1	1	Cancer	Cancer	1"
"Germ cell tumors	Leukemia, acute myeloid	2	2	Cancer	Cancer	2"
"Germ cell tumors	Mast cell leukemia	2	2	Cancer	Cancer	2"
"Germ cell tumors	Mastocytosis with associated hematologic disorder	2	2	Cancer	Immunological	2"
"Germ cell tumors	Piebaldism	2	2	Cancer	Dermatological	2"
"Gerstmann-Straussler disease	Huntington disease-like 1	2	2	Neurological	Neurological	2"
"Gerstmann-Straussler disease	Insomnia, fatal familial	2	2	Neurological	Psychiatric	2"
"Gerstmann-Straussler disease	Prion disease with protracted course	2	2	Neurological	Neurological	2"
"Giant-cell fibroblastoma	Meningioma, SIS-related	2	2	Cancer	Cancer	2"
"Gilbert syndrome	Hyperbilirubinemia, familial transcient neonatal	3	3	Metabolic	Gastrointestinal	3"
"Glaucoma 1A, primary open angle, juvenile-onset	Glaucoma 1A, primary open angle, recessive	5	5	Ophthamological	Ophthamological	5"
"Glaucoma 1A, primary open angle, juvenile-onset	Glaucoma, early-onset, digenic	5	5	Ophthamological	Ophthamological	5"
"Glaucoma 1A, primary open angle, recessive	Glaucoma, early-onset, digenic	5	5	Ophthamological	Ophthamological	5"
"Glaucoma 1E, primary open angle, adult-onset	Glaucoma, normal tension, susceptibility to	5	5	Ophthamological	Ophthamological	5"
"Glaucoma 3A, primary congenital	Glaucoma, early-onset, digenic	2	2	Ophthamological	Ophthamological	2"
"Glaucoma 3A, primary congenital	Glaucoma, primary open angle, adult-onset	2	2	Ophthamological	Ophthamological	2"
"Glaucoma 3A, primary congenital	Glaucoma, primary open angle, juvenile-onset	2	2	Ophthamological	Ophthamological	2"
"Glaucoma 3A, primary congenital	Peters anomaly	2	2	Ophthamological	Developmental	2"
"Glaucoma, early-onset, digenic	Glaucoma, primary open angle, adult-onset	2	2	Ophthamological	Ophthamological	2"
"Glaucoma, early-onset, digenic	Glaucoma, primary open angle, juvenile-onset	2	2	Ophthamological	Ophthamological	2"
"Glaucoma, early-onset, digenic	Peters anomaly	2	2	Ophthamological	Developmental	2"
